Brand;Endoscope Model;AquaTYPHOON;;;
;;"AquaTYPHOON Connection set
Ref. PlasmaBiotics";"AquaTYPHOON Connection set
PENTAX Item N°";AquaTYPHOON Cycle code;AquaTYPHOON Connection card
Fujifilm;EB-270P;AF BR70/A;301218-1;BCU-BCU;B05-032_3_302
Fujifilm;EB-270S;AF BR70/A;301218-1;BCU-BCU;B05-032_3_302
Fujifilm;EB-270T;AF BR70/A;301218-1;BCU-BCU;B05-032_3_302
Fujifilm;EB-470P;AF BR70/A;301218-1;BCU-BCU;B05-032_3_302
Fujifilm;EB-470S;AF BR70/A;301218-1;BCU-BCU;B05-032_3_302
Fujifilm;EB-470T;AF BR70/A;301218-1;BCU-BCU;B05-032_3_302
Fujifilm;EB-530H;AF BRG5/A;301217-1;BCU-BCU;B05-036_3_302
Fujifilm;EB-530P;AF BRG5/A;301217-1;BCU-TC;B05-036_3_302
Fujifilm;EB-530S;AF BRG5/A;301217-1;BCU-BCU;B05-036_3_302
Fujifilm;EB-530T;AF BRG5/A;301217-1;BCU-BCU;B05-036_3_302
Fujifilm;EB-530US;AF EBUS/A;301220-1;BCU-EBUS;B05-037_3_302
Fujifilm;EB-530XT;AF BRG5/A;301217-1;BCU-BCU;B05-036_3_302
Fujifilm;EB-580S;AF BRG5/A;301217-1;BCU-BCU;B05-036_3_302
Fujifilm;EB-580T;AF BRG5/A;301217-1;BCU-BCU;B05-036_3_302
Fujifilm;EB-710P;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Fujifilm;EB-710P;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Fujifilm;EB-710XT;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Fujifilm;EC-530DL;AF GIG5-2B/A;301212-1;DOC;B05-028_3_302
Fujifilm;EC-530DM;AF GIG5-2B/A;301212-1;DOC;B05-028_3_302
Fujifilm;EC-530FI;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EC-530FL;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EC-530LP;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EC-530MP;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EC-530WI3;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EC-530WL3;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EC-530WM;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EC-530WM3;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EC-580RD L;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EC-580RD M;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EC-580RDL;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EC-590MP;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EC-590WI4;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EC-590WL4;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EC-590WM4;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EC-590ZW/M;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EC-590ZW3 L;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EC-590ZW3 M;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EC-600W-I;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EC-600WL;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EC-600WM;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EC-600ZWL;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EC-600ZW-M;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EC-720RI;AF GI700/A;301213-1;GI;B05-002_3_302
Fujifilm;EC-720RL;AF GI700/A;301213-1;GI;B05-002_3_302
Fujifilm;EC-720RM;AF GI700/A;301213-1;GI;B05-002_3_302
Fujifilm;EC-740TL;AF GI700/A;301213-1;GI;B05-002_3_302
Fujifilm;EC-740TM;AF GI700/A;301213-1;GI;B05-002_3_302
Fujifilm;EC-760P-VL;AF GI700/A;301213-1;GI;B05-002_3_302
Fujifilm;EC-760P-VM;AF GI700/A;301213-1;GI;B05-002_3_302
Fujifilm;EC-760R-VI ;AF GI700/A;301213-1;GI;B05-002_3_302
Fujifilm;EC-760R-VL;AF GI700/A;301213-1;GI;B05-002_3_302
Fujifilm;EC-760R-VM;AF GI700/A;301213-1;GI;B05-002_3_302
Fujifilm;EC-760S-G/L;AF GI700/A;301213-1;GI;B05-002_3_302
Fujifilm;EC-760ZP-VL;AF GI700/A;301213-1;GI;B05-002_3_302
Fujifilm;EC-760ZP-VM;AF GI700/A;301213-1;GI;B05-002_3_302
Fujifilm;EC-760ZV;AF GI700/A;301213-1;GI;B05-002_3_302
Fujifilm;EC-L600ZP7;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;ED-530XT8;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;ED-580T;AF GI700/A;301213-1;GI;B05-002_3_304
Fujifilm;ED-580XT ;AF GI700/A;301213-1;GI;B05-002_3_304
Fujifilm;EG-250WM;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EG-530CT;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EG-530D;AF GIG5-2B/A;301212-1;DOC;B05-028_3_302
Fujifilm;EG-530FP;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EG-530NP;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EG-530NW;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EG-530UR;AF EUS530/A;301215-1;EUS;B05-005_3_302
Fujifilm;EG-530UR2;AF EUS530/A;301215-1;EUS;B05-005_3_302
Fujifilm;EG-530UT;AF EUS530/A;301215-1;EUS;B05-005_3_302
Fujifilm;EG-530UT2;AF EUS530/A;301215-1;EUS;B05-005_3_302
Fujifilm;EG-530WR;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EG-580NWZ;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EG-580RD;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EG-580UR;AF EUS580/A;301216-1;EUS;B05-006_3_302
Fujifilm;EG-580UT;AF EUS580/A;301216-1;EUS;B05-006_3_302
Fujifilm;EG-590WR;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EG-590ZW;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EG-600WR;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EG-600ZW;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EG-720R;AF GI700/A;301213-1;GI;B05-002_3_302
Fujifilm;EG-740N;AF GI700/A;301213-1;GI;B05-002_3_302
Fujifilm;EG-740UT;AF EUS580/A;301216-1;EUS;B05-006_3_302
Fujifilm;EG-760CT;AF GI700/A;301213-1;GI;B05-002_3_302
Fujifilm;EG-760R;AF GI700/A;301213-1;GI;B05-002_3_302
Fujifilm;EG-760Z;AF GI700/A;301213-1;GI;B05-002_3_302
Fujifilm;EG-840TP;AF GI700/A;301213-1;GI;B05-002_3_302
Fujifilm;EG-L580NW7;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EG-L600ZW7;AF GI700/A;301213-1;GI;B05-002_3_302
Fujifilm;EI-580BT;AF GI700/A;301213-1;GI;B05-002_3_303
Fujifilm;EI-740 D/S;AF GI700-2B/A;301214-1;DOC;B05-038_3_302
Fujifilm;EN-450T5;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EN-450T5-20;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;EN-580T;AF GIG5/A;301211-1;GI;B05-001_3_303
Fujifilm;EN-580XP;AF GIG5/A;301211-1;GI;B05-001_3_303
Fujifilm;EN-840T;AF EN800/A;301250-1;EUS;B05-040_3_302
Fujifilm;ER-270FP;AF BR70/A;301218-1;BCU-BCU;B05-032_3_302
Fujifilm;ER-270T;AF BR70/A;301218-1;BCU-BCU;B05-032_3_302
Fujifilm;ER-530S2;N/A;#N/A;NCH;N/A
Fujifilm;ER-530T;AF BRG5/A;301217-1;BCU-BCU;B05-036_3_302
Fujifilm;ES-530WE;AF GIG5/A;301211-1;GI;B05-001_3_302
Fujifilm;FB-120MP;AF BRG5/A;301217-1;BCU-BCU;B05-036_3_302
Fujifilm;FB-120P;AF BR70/A;301218-1;BCU-BCU;B05-032_3_302
Fujifilm;FB-120S;AF BR70/A;301218-1;BCU-BCU;B05-032_3_302
Fujifilm;FB-120T;AF BR70/A;301218-1;BCU-BCU;B05-032_3_302
Fujifilm;FR-120F;N/A;#N/A;NCH;N/A
Fujifilm;G-EYE 760R(-I);AF GI700/A;301213-1;GI;B05-002_3_302
Fujifilm;G-EYE 760R(-L);AF GI700/A;301213-1;GI;B05-002_3_302
Fujifilm;G-EYE 760R(-M);AF GI700/A;301213-1;GI;B05-002_3_302
ION;490206;Without Channel;N/A;NCH;N/A
ION;490105E;AO LF/A;301227-1;BCU-TC;B05-014_3_302
Olympus;BF-1T180;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-1T190;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-1T260;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-1T60;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-1TH1100;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-1TH1200;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-1TH190;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-1TQ290;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-260;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-3C160;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-3C30;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-3C40;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-F260;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-H1100;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-H1200;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-H190;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-H290;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-MP190F;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-MP290F;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-MP60;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-N20;N/A;#N/A;NCH;N/A
Olympus;BF-P180;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-P190;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-P260F;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-P290;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-P60;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-PE2;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-Q180;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-Q180-AC;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-Q190;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-Q290;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-TE2;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-TH1100;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-TH190;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-UC180F;AO EBUS/A;301226-1;BCU-EBUS;B05-012_3_302
Olympus;BF-UC190F;AO EBUS/A;301226-1;BCU-EBUS;B05-012_3_302
Olympus;BF-UC260FW;AO EBUS/A;301226-1;BCU-EBUS;B05-012_3_302
Olympus;BF-UC290F;AO EBUS/A;301226-1;BCU-EBUS;B05-012_3_302
Olympus;BF-XP190;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-XP260F;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-XP290;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-XP60;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;BF-XT190;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;CF-185I;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-240I;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-2T160I;AO GI-2B/A;301222-1;DOC;B05-008_3_302
Olympus;CF-2T160L;AO GI-2B/A;301222-1;DOC;B05-008_3_302
Olympus;CF-E3I;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-E3L;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-EZ1500DI;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-EZ1500DL;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-FH260AZI;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-FH260AZL;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-H180AI;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-H180AL;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-H185I;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-H185L;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-H190I;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-H190L;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-H260AI;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-H260AL;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-H260AZI;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-H290ECI;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-HQ1100DI;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-HQ1100DL;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-HQ190I;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-HQ190L;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-HQ290I;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-HQ290L;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-HQ290ZI;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-HQ290ZL;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-Q160L;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-Q180;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-Q180AI;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-Q260AI;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-Q260AL;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-Q260DI;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-XZ1200I;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CF-XZ1200L;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;CHF-B260;AW CU1/A;301239-1;BCU-TC;B05-023_3_302
Olympus;CHF-B290 ;AW CU1/A;301239-1;BCU-TC;B05-023_3_302
Olympus;CHF-CB30L;AW CU1/A;301239-1;BCU-TC;B05-023_3_302
Olympus;CHF-CB30S;AW CU1/A;301239-1;BCU-TC;B05-023_3_302
Olympus;CHF-V;AO CYS/A;301228-1;BCU-BCU;B05-030_3_302
Olympus;CHF-XP20;AW CU1/A;301239-1;BCU-BCU;B05-023_3_302
Olympus;CYF-240 ;AW CU1/A;301239-1;BCU-BCU;B05-023_3_302
Olympus;CYF-240A;AO CYS/A;301228-1;BCU-BCU;B05-030_3_302
Olympus;CYF-4;AW CU1/A;301239-1;BCU-BCU;B05-023_3_302
Olympus;CYF-4A;AO CYS/A;301228-1;BCU-BCU;B05-030_3_302
Olympus;CYF-5;AW CU1/A;301239-1;BCU-BCU;B05-023_3_302
Olympus;CYF-5A;AO CYS/A;301228-1;BCU-BCU;B05-030_3_302
Olympus;CYF-V;AW CU1/A;301239-1;BCU-BCU;B05-023_3_302
Olympus;CYF-V2;AW CU1/A;301239-1;BCU-BCU;B05-023_3_302
Olympus;CYF-VA2;AO CYS/A;301228-1;BCU-BCU;B05-030_3_302
Olympus;CYF-VH;AW CU1/A;301239-1;BCU-BCU;B05-023_3_302
Olympus;CYF-VHA;AO CYS/A;301228-1;BCU-BCU;B05-030_3_302
Olympus;CYF-VHR;AW CU1/A;301239-1;BCU-BCU;B05-023_3_302
Olympus;ENF 200;N/A;N/A;NCH;N/A
Olympus;ENF TYPE GP;N/A;N/A;NCH;N/A
Olympus;ENF TYPE P4;N/A;N/A;NCH;N/A
Olympus;ENF-GP;Without channel;N/A;NCH;N/A
Olympus;ENF-GP2;Without channel;N/A;NCH;N/A
Olympus;ENF-P4;Without channel;N/A;NCH;N/A
Olympus;ENF-T3;AO LF/A;301227-1;BCU-BCU;B05-014_3_302
Olympus;ENF-V2;Without channel;N/A;NCH;N/A
Olympus;ENF-V3;Without channel;N/A;NCH;N/A
Olympus;ENF-V4;Without channel;N/A;NCH;N/A
Olympus;ENF-VH;Without channel;N/A;NCH;N/A
Olympus;ENF-VH2;Without channel;N/A;NCH;N/A
Olympus;ENF-VQ;Without channel;N/A;NCH;N/A
Olympus;ENF-VT;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;ENF-VT2;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;ENF-VT3;AO BR/A;301225-1;BCU-BCU;B05-011_3_302
Olympus;ENF-XP;Without channel;N/A;NCH;N/A
Olympus;GF-UCT140;AO EUS-UC/A;301224-1;EUS;B05-010_3_302
Olympus;GF-UCT180;AO EUS-UC/A;301224-1;EUS;B05-010_3_302
Olympus;GF-UCT260;AO EUS-UC/A;301224-1;EUS;B05-010_3_302
Olympus;GF-UE160-AL5;AO EUS/A;301223-1;EUS;B05-009_3_302
Olympus;GF-UE190;AO EUS/A;301223-1;EUS;B05-009_3_302
Olympus;GF-UE260-AL5;AO EUS/A;301223-1;EUS;B05-009_3_302
Olympus;GF-UE290;AO EUS/A;301223-1;EUS;B05-009_3_302
Olympus;GF-UM160;AO EUS/A;301223-1;EUS;B05-009_3_302
Olympus;GF-XQ240;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;GIF-1100;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;GIF-1200N;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;GIF-1TH190;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;GIF-1TQ160;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;GIF-2T160;AO GI-2B/A;301222-1;DOC;B05-008_3_302
Olympus;GIF-2T240;AO GI-2B/A;301222-1;DOC;B05-008_3_302
Olympus;GIF-2TH180;AO GI-2B/A;301222-1;DOC;B05-008_3_302
Olympus;GIF-2TQ260M;AO GI-2B/A;301222-1;DOC;B05-008_3_302
Olympus;GIF-E;AO GI/A;301221-1;GI;B05-007_3_302
Olympus;GIF-E3;AO GI/A;301221-1;GI;B05-007_3_302
